date,close,volume,open,high,low,10Avg,30Avg,10NeiAvg
2016-10-12,201.51,1969099,200.95,203.88,200.42,200,193.406,198.8866667
2016-10-11,200.1,2326754,201.85,202.2,198.31,200,193.685,199.9266667
2016-10-10,200.95,3311340,201.35,204.14,199.66,199,193.9826667,201.8655556
2016-10-07,196.61,3489480,201,201.32,195.8,199,194.5303333,203.7755556
2016-10-06,201,4697937,202.46,204.2099,200.21,199,194.9166667,204.1966667
2016-10-05,208.46,1872456,212.24,213.15,208.12,199,195.328,204.1066667
2016-10-04,211.41,3537953,213.1,213.32,208.82,200,196.1456667,204.7922222
2016-10-03,213.7,5989342,212.3,215.6688,208.25,202,197.067,205.3322222
2016-09-30,204.03,2581730,202.21,204.98,199.55,204,198.142,206.7077778
2016-09-29,200.7,2714040,205.6,207.33,200.58,204,198.6576667,207.4244444
2016-09-28,206.27,2079324,207.51,208.25,205.26,204,199.1693333,207.1988889
2016-09-27,205.81,3367907,209.65,209.9818,204.6093,205,199.7096667,206.5111111
2016-09-26,208.99,2393373,206.5,211,206.5,205,200.072,205.5044444
2016-09-23,207.45,2904125,205.99,210.18,205.67,207,200.598,205.7611111
2016-09-22,206.43,2381600,206.4,207.28,203,207,201.161,206.2833333
2016-09-21,205.22,2631285,206.37,207,201.56,207,201.7946667,205.6333333
2016-09-20,204.64,2408556,206.85,207.75,203.91,207,202.368,204.5888889
2016-09-19,206.34,2298318,207,209.43,205,206,202.8296667,203.1511111
2016-09-16,205.4,3104266,200.42,205.7,199,206,203.1166667,202.1344444
2016-09-15,200.42,3082942,196.49,202.5193,196.4,206,203.2976667,200.8055556
2016-09-14,196.41,2256143,195.75,197.9248,194.8562,206,203.178,199.9322222
2016-09-13,196.05,3583140,197.06,198.49,193.45,205,202.9836667,199.6066667
2016-09-12,198.3,3714049,195,201.369,194.1,203,202.774,199.2166667
2016-09-09,194.47,3753734,199.09,199.92,193.7,202,202.6253333,198.37
2016-09-08,197.36,3372293,199.55,199.89,196.36,201,202.438,198.4088889
2016-09-07,201.71,3637918,205.5,206.4968,200.71,200,202.38,200.1422222
2016-09-06,202.83,4386193,199.02,203.25,199,200,202.3183333,201.8411111
2016-09-02,197.78,5970154,202.33,203.2,196.2,199,202.4426667,203.7188889
2016-09-01,200.77,7932444,209.01,211.0999,200.5,198,202.57,206.5544444
2016-08-31,212.01,3274854,210.43,212.6,208.65,198,202.712,209.1766667
2016-08-30,211.34,3164222,216.11,216.11,210.52,200,203.1043333,211.5
2016-08-29,215.2,3261381,220.15,220.4,215,202,203.432,213.9455556
2016-08-26,219.99,2238087,222.14,222.855,218.82,204,203.9353333,216.74
2016-08-25,220.96,1760212,223.11,223.8,220.77,207,204.57,219.4322222
2016-08-24,222.62,2566947,227.05,227.15,222.22,209,205.3816667,220.71
2016-08-23,224.84,4747745,224.32,228.49,222.8,212,206.1023333,222.0322222
2016-08-22,222.93,2061692,224.17,225.11,222.68,214,206.6483333,222.9666667
2016-08-19,225,1658616,223.54,225.169,222.53,217,207.0323333,223.5888889
2016-08-18,223.51,1699300,223.82,225.66,222.29,219,207.409,224.1055556
2016-08-17,223.24,1786408,224.33,224.83,222.8,221,208.0583333,224.36
2016-08-16,223.61,2251115,225.49,227.19,223.4101,222,208.8096667,224.45
2016-08-15,225.59,2017964,226.02,229.5,224.93,223,209.3876667,225.1333333
2016-08-12,225.61,1811850,225.41,226.65,224.04,224,210.047,225.2622222
2016-08-11,224.91,1876959,226.17,227.57,223.41,224,210.601,225.9866667
2016-08-10,225.65,2336496,228.24,229.87,224.62,224,211.183,226.8055556
2016-08-09,229.08,2199766,226.82,231.5375,226.65,224,211.8236667,227.0477778
2016-08-08,226.16,2259465,228,229.6,226.09,225,212.619,227.2266667
2016-08-05,230.03,3190342,230,232,227.4,225,213.3363333,227.7155556
2016-08-04,230.61,4142155,225.69,230.86,222.05,226,214.126,228.8133333
2016-08-03,225.79,3808747,227.37,229.699,224.21,227,214.9663333,229.3644444
2016-08-02,227.2,3928706,229.37,229.87,221.4,227,215.812,229.2988889
2016-08-01,230.01,4014048,235.5,236.63,229.38,227,216.8383333,229.6711111
2016-07-29,234.79,3061574,230.7,235.28,230.24,228,217.9703333,229.6688889
2016-07-28,230.61,2415462,227.95,230.76,226.6,229,219.1866667,228.7422222
2016-07-27,228.49,2887028,229.34,233.36,226.92,229,220.3913333,228.1544444
2016-07-26,229.51,3427251,227.69,230,225.3,229,221.429,228.2833333
2016-07-25,230.01,4479483,222.27,231.39,221.3715,230,222.3556667,227.7555556
2016-07-22,222.27,2570462,221.99,224.5,218.88,230,223.2616667,226.8066667
2016-07-21,220.5,4425756,226,227.847,219.1,229,224.078,225.6722222
2016-07-20,228.36,2556119,226.47,229.8,225,228,224.7356667,224.8988889
2016-07-19,225.26,3047535,225,229.1,224.75,228,225.2806667,224.1233333
2016-07-18,226.25,3394588,219.64,227.09,218.3,228,225.7446667,223.5277778
2016-07-15,220.4,2230821,222.52,222.7499,219.64,227,226.113,223.8066667
2016-07-14,221.53,2657899,223.12,224.94,221.05,226,226.1266667,223.3933333
2016-07-13,222.53,3540699,225.5,225.59,220.29,225,226.1456667,222.0133333
2016-07-12,224.65,4573875,224.1,227.5,223.22,224,226.1426667,220.8111111
2016-07-11,224.78,5369066,219.96,226.78,219.51,224,226.1363333,219.4477778
2016-07-08,216.78,4067131,217.8,219.81,214.5,224,226.198,219.0144444
2016-07-07,215.94,3603385,213.1,218.12,213.01,223,225.924,217.9866667
2016-07-06,214.44,4910285,210,215.23,209,222,225.6716667,216.6155556
2016-07-05,213.98,5169832,209.73,214.5441,208,221,225.3783333,214.0755556
2016-07-01,216.5,5396030,206.14,218.24,206,219,225.0573333,211.1611111
2016-06-30,212.28,4794440,212.97,213.4999,209.02,219,224.7543333,208.5355556
2016-06-29,210.19,5987120,205.13,211.78,203,218,224.31,206.3644444
2016-06-28,201.79,6158996,201.89,204.05,199.41,217,223.8193333,204.3888889
2016-06-27,198.55,7211823,190.86,198.81,187.87,214,223.024,205.0144444
2016-06-24,193.15,6988949,190.05,195.12,189.73,211,222.0063333,205.37
2016-06-23,196.4,10098190,195.69,197.55,192.13,209,220.906,205.7244444
2016-06-22,196.66,23706100,199.47,205.95,195.75,206,219.785,206.5844444
2016-06-21,219.61,2855619,220.68,222.569,218.81,204,218.6533333,208.3522222
2016-06-20,219.7,3549768,219.5,223.75,218.23,205,218.4473333,210.1755556
2016-06-17,215.47,3107734,217.81,219.99,214.5,205,218.1973333,212.9222222
2016-06-16,217.93,2438692,217.42,218.04,213.5,206,217.7126667,215.41
2016-06-15,217.7,2905002,216.95,221.9,215.13,207,217.1506667,219.0433333
2016-06-14,214.96,3575822,218.88,222.2,212.53,208,216.7203333,220.8111111
2016-06-13,217.87,4187833,219.5,225.77,217.66,210,216.2693333,222.2155556
2016-06-10,218.79,5994548,227.39,227.97,218.4217,213,215.8813333,222.7944444
2016-06-09,229.36,4454222,234.98,235.33,227.06,215,215.5073333,222.9122222
2016-06-08,235.52,5965110,233.8,240.845,232.605,219,215.7436667,223.0522222
2016-06-07,232.34,6194154,222.24,234.44,221.52,221,216.2443333,223.5633333
2016-06-06,220.68,2242634,218,220.9,215.45,222,216.377,224.1588889
2016-06-03,218.99,2226110,220,221.94,218.01,223,216.2243333,224.6311111
2016-06-02,218.96,2017279,219.59,219.909,217.11,223,215.9823333,224.16
2016-06-01,219.56,2982270,221.48,222.4,216.89,223,215.9343333,222.3888889
2016-05-31,223.23,2786682,223.04,224.7497,221.5001,224,215.8686667,220.7855556
2016-05-27,223.04,3645792,224.99,225.93,220.75,224,215.892,220.29
2016-05-26,225.12,4066512,220.5,225.26,219.05,225,215.8383333,220.4333333
2016-05-25,219.58,3131279,217.91,221.36,216.51,224,215.8496667,220.0166667
2016-05-24,217.91,3009327,216.6,218.74,215.18,222,215.943,219.0844444
2016-05-23,216.22,5096751,219.87,222.6,215.86,221,216.0086667,217.0211111
2016-05-20,220.28,8996546,216.99,220.55,216.35,220,216.068,215.3822222
2016-05-19,215.21,6817922,213.62,216.79,207.3,220,216.278,213.4366667
2016-05-18,211.17,5552692,209.15,215.31,207.75,220,216.235,212.07
2016-05-17,204.66,2842028,209.05,209.8199,204.02,219,216.198,211.0755556
2016-05-16,208.29,2945754,208.15,213.15,207.92,217,216.0136667,210.2388889
2016-05-13,207.61,2820616,207.78,211.2,206.7,215,216.2303333,208.9766667
2016-05-12,207.28,3650075,211.44,211.67,203.6572,213,216.5323333,208.9455556
2016-05-11,208.96,5159640,207.59,215.48,206.05,212,217.0033333,208.9855556
2016-05-10,208.69,4068053,207.55,209.47,205,211,217.422,210.9744444
2016-05-09,208.92,4772992,215.72,216.15,206.8,210,217.823,213.6444444
2016-05-06,214.93,5683675,210.87,216.37,208.11,209,217.4666667,217.4433333
2016-05-05,211.53,11248340,228.46,228.64,209.79,209,217.3076667,221.1633333
2016-05-04,222.56,8550004,230.29,234.46,220.4,209,217.1763333,225.4688889
2016-05-03,232.32,4296325,237.36,238.91,231.62,211,217.3306667,230.2222222
2016-05-02,241.8,3838958,241.5,243.19,234.82,214,217.818,235.2022222
2016-04-29,240.76,5405164,248.14,248.43,237.81,217,218.7126667,239.3011111
2016-04-28,247.71,2515595,249.85,253.43,247.44,221,219.4756667,243.9922222
2016-04-27,251.47,3198105,252.75,255,249.4,225,220.4396667,246.8511111
2016-04-26,253.74,3217779,252.05,255.73,249.39,230,221.1766667,248.8122222
2016-04-25,251.82,3665088,253.01,257.38,250.76,235,221.784,249.4311111
2016-04-22,253.75,3783126,248.89,254,245.71,239,222.4333333,250.8888889
2016-04-21,248.29,2777079,248.99,250.9,246.91,244,223.5356667,251.6444444
2016-04-20,249.97,5192343,246.26,253.66,241.5,247,224.5123333,251.6877778
2016-04-19,247.37,6351360,253.12,254.3699,241.251,249,225.546,251.7755556
2016-04-18,253.88,4263246,252.23,258.31,251.66,249,226.473,251.3311111
2016-04-15,254.51,3748593,251.31,254.6,249.12,251,227.4946667,250.9055556
2016-04-14,251.86,4129258,253,256.839,251.0501,252,228.5436667,251.1033333
2016-04-13,254.53,4921554,248.51,255.5,247.33,252,229.435,251.9066667
2016-04-12,247.82,5755351,249.5,251.8,243.63,252,230.6,253.9122222
2016-04-11,249.92,9156404,251,258.99,245.3,251,231.597,254.0888889
2016-04-08,250.07,7352707,260.5,260.82,248.0201,251,232.7203333,253.2533333
2016-04-07,257.2,8845567,266.45,269.34,254.51,251,233.7133333,251.6677778
2016-04-06,265.42,11695760,253.97,267.74,253.45,252,235.113,248.9166667
2016-04-05,255.47,9931470,240.5,256.56,240,254,236.9213333,246.5911111
2016-04-04,246.99,13381160,249.12,252.12,243.64,254,238.615,244.3922222
2016-04-01,237.59,15979910,244.825,247.9,233.25,253,239.905,242.1911111
2016-03-31,229.77,7975638,229.34,237.42,225.01,252,240.9043333,238.9188889
2016-03-30,226.89,4025670,235.09,235.5,226.5,249,241.654,234.1588889
2016-03-29,230.13,4006037,229.89,232.38,225.33,247,242.2516667,231.8
2016-03-28,230.26,3878599,231.61,234.81,225,244,242.9663333,230.8366667
2016-03-24,227.75,4956604,215.78,228.8877,215,242,243.6776667,230.2977778
2016-03-23,222.58,4936203,232.37,234.73,222.03,239,244.105,229.9211111
2016-03-22,234.24,4303052,237.21,238.99,232.558,234,244.4733333,229.37
2016-03-21,238.32,5289014,235.34,239.88,235,232,244.8626667,228.06
2016-03-18,232.74,4704761,229.1,234.48,228.06,231,245.0626667,226.3811111
2016-03-17,226.38,3769083,221.47,228.5,220,230,244.7606667,224.1311111
2016-03-16,221.93,3511873,218,222.58,217.02,230,244.2813333,222.1977778
2016-03-15,218.34,3133230,214.27,218.97,211.5,229,243.422,219.3622222
2016-03-14,215.15,4062304,212.65,216.72,210.64,228,242.3176667,215.3933333
2016-03-11,207.5,3339148,207.93,209.42,205.33,226,241.0313333,212.3433333
2016-03-10,205.18,5191602,210,213.29,200.671,224,239.554,209.5277778
2016-03-09,208.72,3207597,204.52,209.3726,202.79,222,237.935,206.6177778
2016-03-08,202.6,4175498,203.5,207.5,202.2,219,236.616,203.2844444
2016-03-07,205.29,5331097,197.68,209.7,197.4,215,235.037,200.0844444
2016-03-04,201.04,6479858,198,204.03,197.5001,212,233.6343333,198.3544444
2016-03-03,195.74,4822993,188.28,197.42,184.22,210,231.873,196.7055556
2016-03-02,188.34,4858631,183.73,188.52,181.5,207,229.914,194.34
2016-03-01,186.35,6695704,194.25,195.9484,182.7,203,227.7966667,191.7177778
2016-02-29,191.93,4495402,192.4,196.35,189.222,200,225.524,188.5977778
2016-02-26,190.34,6054061,188.7,192,185,198,223.661,186.0088889
2016-02-25,187.43,5727008,178.65,188.5192,175.2,197,221.675,182.7688889
2016-02-24,179,5385369,172.75,179.5,167.84,194,219.587,180.3722222
2016-02-23,177.21,5982993,176.16,181.73,173.68,192,216.9803333,178.4088889
2016-02-22,177.74,5055340,170.12,178.91,169.85,189,214.04,174.3244444
2016-02-19,166.58,2955832,163.66,167.49,162.5,186,211.449,169.9577778
2016-02-18,166.77,3883107,172.42,172.95,164.77,183,208.7686667,165.8511111
2016-02-17,168.68,5820264,159,169.34,156.68,180,206.408,161.9255556
2016-02-16,155.17,5561638,158.7,162.95,154.11,178,204.3716667,158.7077778
2016-02-12,151.04,7233264,155,157.01,143.7,174,201.981,155.4022222
2016-02-11,150.47,14236900,152,163.26,147,170,199.3446667,154.96
2016-02-10,143.67,10104690,150.5,154.97,141.74,166,196.685,155.9111111
2016-02-09,148.25,8639661,142.32,159.79,141.05,162,193.8823333,156.4444444
2016-02-08,147.99,9306754,157.105,157.15,146,159,191.4046667,159.5122222
2016-02-05,162.6,9434495,171.3,173,157.7442,155,188.5296667,164.6122222
2016-02-04,175.33,4379442,170.7,175.98,166.99,155,186.0056667,169.1377778
2016-02-03,173.48,7927640,183.59,183.94,170.18,156,184.092,174.2522222
2016-02-02,182.78,5764817,192.42,193.12,180.23,156,182.3286667,178.6766667
2016-02-01,196.94,5295685,188.76,199.52,182.75,160,181.0236667,183.74
2016-01-29,191.2,2848929,189.95,193.74,188.08,165,180.3103333,187.4933333
2016-01-28,189.7,4586328,190.79,191.28,182.41,169,179.512,190.5177778
2016-01-27,188.07,3577353,192.38,193.26,185.77,174,178.9186667,193.4611111
2016-01-26,193.56,4956918,196.7,197.82,188.88,179,178.3483333,195.23
2016-01-25,196.38,2695408,200.06,203.57,195.88,184,177.843,196.0944444
2016-01-22,202.55,3122066,204.801,205.5,199.03,187,177.6356667,197.6266667
2016-01-21,199.97,3164424,201.55,203.23,195.02,191,177.5443333,199.4577778
2016-01-20,198.7,5826110,199.4,201.28,191.25,193,177.5086667,200.8177778
2016-01-19,204.72,4031271,208.71,210.47,200.78,195,177.6073333,202.6411111
2016-01-15,204.99,5325773,198.97,205.07,197.25,196,178.1533333,203.9155556
2016-01-14,206.18,6490579,202.21,210,193.38,198,178.7746667,204.8544444
2016-01-13,200.31,4120993,212.01,212.65,200,199,179.2496667,206.5966667
2016-01-12,209.97,3079051,211.6,213.7395,205.31,201,179.582,208.8566667
2016-01-11,207.85,4090843,214.01,214.45,203,203,180.3333333,210.9355556
2016-01-08,211,3572360,217.86,220.44,210.77,204,181.295,212.9822222
2016-01-07,215.65,3550704,214.19,218.44,213.67,205,182.4213333,216.7411111
2016-01-06,219.04,3774353,220,220.05,215.98,207,183.685,220.9388889
2016-01-05,223.43,3185525,226.36,226.89,220,209,185.4336667,223.9633333
2016-01-04,223.41,6823510,230.72,231.38,219,211,187.3223333,226.3077778
2015-12-31,240.01,2713817,238.51,243.45,238.37,213,189.1466667,228.4822222
2015-12-30,238.09,3694448,236.6,243.634,235.6707,217,191.9746667,230.0433333
2015-12-29,237.19,2402438,230.06,237.72,229.547,221,194.8763333,231.2555556
2015-12-28,228.95,1900171,231.49,231.98,225.54,224,197.767,232.27
2015-12-24,230.57,710277,230.56,231.88,228.28,226,200.6096667,233.0533333
2015-12-23,229.7,1551031,232.18,233.45,228.13,228,203.3536667,232.3177778
2015-12-22,229.95,1958836,234.99,236.55,229.63,230,206.0773333,231.92
2015-12-21,232.56,1951581,231.69,235.83,231.08,231,208.3223333,230.1311111
2015-12-18,230.46,3008057,232.89,235.9,229.29,232,210.23,228.9788889
2015-12-17,233.39,3294460,233.94,237.76,229.8149,233,212.1293333,227.4733333
2015-12-16,234.51,5100443,222.1,234.88,220.73,232,213.8163333,227.1811111
2015-12-15,221.09,2241686,221.82,222.22,218,232,215.0686667,226.5777778
2015-12-14,218.58,2827797,217.51,220.92,214.87,230,216.065,225.9288889
2015-12-11,217.02,3259114,225.24,225.75,216.64,229,217.0276667,226.0033333
2015-12-10,227.07,2070088,224.71,228.49,223.64,227,217.9926667,225.6688889
2015-12-09,224.52,3057036,226.7,227.5,220.72,227,219.1096667,225.4688889
2015-12-08,226.72,2682259,227.52,228.8,224.2,227,220.0476667,226.68
2015-12-07,231.13,3140864,227.7,235.63,226.15,226,220.8533333,228.7477778
2015-12-04,230.38,2572014,232.46,233.27,227.66,226,221.892,230.2188889
2015-12-03,232.71,2937233,235.48,237.45,230,226,222.948,230.7233333
2015-12-02,231.99,2980644,237,238.6,231.23,225,223.881,231.2922222
2015-12-01,237.19,3728562,231.06,238,231.05,227,224.781,230.3511111
2015-11-30,230.26,2591205,231.79,234.28,229.08,229,225.8146667,228.8644444
2015-11-27,231.61,1949353,231.06,232.25,227.01,230,226.813,227.7122222
2015-11-25,229.64,3986945,221.34,230.825,220.375,231,227.5343333,226.5
2015-11-24,218.25,2478389,215.37,221,215,231,228.2606667,225.2866667
2015-11-23,217.75,2525196,217.35,219.18,214.6798,230,228.5023333,222.71
2015-11-20,220.01,4394199,223.49,225,213.58,229,228.5723333,220.9377778
2015-11-19,221.8,2499593,220.54,226.19,220.3,228,228.6046667,218.2244444
2015-11-18,221.07,2810200,214.5,221.38,212.52,227,228.5503333,216.3688889
2015-11-17,214,2148326,215.2,216,211.4,225,228.4723333,216.4611111
2015-11-16,214.31,2920362,206.09,214.98,205.8,223,227.6053333,216.3222222
2015-11-13,207.19,3423139,212.95,212.99,206.52,221,226.8126667,216.9133333
2015-11-12,212.94,2913511,217.85,219,212.66,218,225.8126667,218.0866667
2015-11-11,219.08,3337501,217.77,219.48,213.63,216,225.279,219.2755556
2015-11-10,216.5,4612408,223.48,223.7,216.08,216,224.896,221.2344444
2015-11-09,225.33,3846179,232.99,232.99,224.31,216,224.456,220.5722222
2015-11-06,232.36,2444264,230.7,233.359,229.5,217,224.302,221.3055556
2015-11-05,231.77,4494944,230.58,234.5843,229.19,218,224.2953333,220.6377778
2015-11-04,231.63,12713530,227,232.74,225.2,219,224.339,219.81
2015-11-03,208.35,8065091,213.85,214.44,207.75,221,224.2803333,219.4166667
2015-11-02,213.79,3924514,208.92,215.8,207.22,221,223.4083333,217.7522222
2015-10-30,206.93,4432433,210.4,211.63,203.89,221,223.165,215.8522222
2015-10-29,211.63,1794743,211.75,213.7481,210.64,221,222.7766667,213.3322222
2015-10-28,212.96,2726880,211.31,213.45,208.3,220,222.597,211.12
2015-10-27,210.35,3512832,214.84,217.1,207.51,219,222.1266667,211.3133333
2015-10-26,215.26,3388227,211.38,215.88,210,218,221.6543333,211.2288889
2015-10-23,209.09,4226411,215,215.35,207.69,216,221.2723333,213.5811111
2015-10-22,211.72,2818801,211.56,215.75,209.4,213,220.5376667,215.29
2015-10-21,210.09,4177956,211.99,214.81,208.8,211,219.9156667,216.2177778
2015-10-20,213.03,14877020,227.72,228.6,202,211,219.1616667,216.95125
2015-10-19,228.1,2506836,226.5,231.15,224.94,211,218.5296667,217.1928571
2015-10-16,227.01,4327574,223.04,230.4805,222.87,214,218.2266667,218.5433333
2015-10-15,221.31,2835920,216.43,221.73,213.7,215,218.1183333,219.908
